Name,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,New_Price,Price
124,2013.0,28000.0,5,0,0,14.8,1595.0,120.7,5.0,20.923272120200334,11.56
61,2015.0,61786.0,1,1,0,19.67,1582.0,126.2,5.0,20.923272120200334,10.5
104,2017.0,30000.0,5,1,0,22.74,796.0,47.3,5.0,20.923272120200334,3.1
73,2012.0,44000.0,5,1,3,19.81,1086.0,68.05,5.0,20.923272120200334,2.9
62,2015.0,31412.0,5,1,0,21.1,814.0,55.2,5.0,20.923272120200334,3.42
122,2003.0,61495.0,5,1,4,17.3,993.0,60.0,5.0,20.923272120200334,1.52
11,2010.0,105000.0,1,0,3,13.2,1995.0,170.0,5.0,20.923272120200334,11.0
100,2014.0,58000.0,1,1,0,15.1,2179.0,140.0,7.0,20.923272120200334,7.5
110,2015.0,58734.0,1,1,0,20.77,1248.0,88.76,7.0,20.923272120200334,6.91
79,2013.0,31400.0,1,0,0,16.36,2179.0,187.7,5.0,20.923272120200334,26.75
71,2012.0,38000.0,1,1,0,24.8,1396.0,88.7,5.0,20.923272120200334,4.1
2,2017.0,55975.0,1,0,3,17.68,1968.0,174.33,5.0,20.923272120200334,35.92
192,2016.0,80000.0,1,0,0,11.36,2755.0,171.5,7.0,26.95,19.5
135,2014.0,57000.0,1,1,3,15.8,2148.0,170.0,5.0,20.923272120200334,18.0
73,2007.0,70000.0,5,1,3,19.81,1086.0,68.05,5.0,20.923272120200334,2.0
100,2015.0,53392.0,1,1,0,16.0,2179.0,140.0,7.0,20.923272120200334,11.95
142,2016.0,20000.0,1,0,0,20.7,1496.0,113.98,4.0,35.0,23.5
191,2014.0,117000.0,1,1,0,13.0,2982.0,168.5,7.0,20.923272120200334,15.5
97,2012.0,75800.0,1,1,3,16.55,2498.0,105.0,6.0,20.923272120200334,5.5
74,2019.0,1000.0,5,1,0,17.19,1197.0,81.86,5.0,10.25,8.6
110,2015.0,93700.0,1,1,0,24.52,1248.0,88.5,7.0,20.923272120200334,7.85
201,2014.0,60000.0,1,1,3,19.91,1498.0,103.6,5.0,20.923272120200334,3.7
66,2018.0,4500.0,5,1,0,18.9,1197.0,81.86,5.0,6.4,4.8
119,2012.0,80799.0,1,1,0,22.9,1248.0,74.0,5.0,20.923272120200334,4.9
161,2014.0,55000.0,1,1,0,20.45,1461.0,83.8,5.0,20.923272120200334,4.75
192,2006.0,230000.0,5,1,4,12.4,1998.0,132.0,8.0,20.923272120200334,4.5
56,2011.0,46000.0,5,3,0,18.2,1199.0,88.7,5.0,8.61,4.5
202,2014.0,52400.0,1,1,0,20.54,1598.0,103.6,5.0,20.923272120200334,5.36
71,2006.0,200000.0,1,1,3,16.8,1493.0,110.0,5.0,20.923272120200334,1.85
86,2011.0,99000.0,1,1,3,13.6,2523.0,63.0,7.0,20.923272120200334,4.5
49,2014.0,41210.0,5,1,0,18.0,1198.0,86.7,5.0,20.923272120200334,4.4
73,2010.0,32000.0,5,1,0,20.36,1197.0,78.9,5.0,20.923272120200334,2.07
5,2015.0,38000.0,1,0,0,15.73,1968.0,174.33,5.0,20.923272120200334,29.0
11,2017.0,34232.0,1,0,0,21.76,1995.0,190.0,5.0,55.07,35.84
61,2017.0,27000.0,1,1,0,19.67,1582.0,126.2,5.0,20.923272120200334,12.9
74,2014.0,12400.0,1,1,0,21.9,1396.0,88.8,5.0,20.923272120200334,4.65
190,2011.0,74000.0,1,1,0,23.59,1364.0,113.1567736021998,5.0,20.923272120200334,3.6
119,2016.0,23000.0,1,1,0,26.59,1248.0,74.0,5.0,20.923272120200334,7.05
40,2016.0,36778.0,1,1,0,22.77,1498.0,98.59,5.0,20.923272120200334,8.8
119,2015.0,63000.0,1,1,0,25.2,1248.0,74.0,5.0,20.923272120200334,4.9
12,2011.0,89000.0,1,0,0,16.73,1995.0,218.0,5.0,20.923272120200334,16.57
50,2017.0,32249.0,1,1,0,21.9,1498.0,98.6,7.0,15.45,10.79
120,2016.0,45000.0,1,1,0,24.3,1248.0,88.5,5.0,9.12,7.15
66,2014.0,65000.0,1,1,0,24.0,1120.0,70.0,5.0,20.923272120200334,3.99
167,2009.0,86000.0,1,1,0,19.4,1422.0,70.0,5.0,20.923272120200334,2.75
74,2017.0,40250.0,5,1,0,17.19,1197.0,81.86,5.0,9.74,6.9
74,2012.0,90000.0,1,1,0,23.0,1396.0,90.0,5.0,20.923272120200334,4.11
42,2011.0,100000.0,1,0,0,11.4,2953.0,153.86,7.0,20.923272120200334,8.5
5,2016.0,42000.0,1,0,0,15.73,1968.0,174.33,5.0,20.923272120200334,23.5
202,2015.0,85000.0,1,1,0,20.34,1498.0,103.2,5.0,20.923272120200334,6.0
34,2013.0,86000.0,1,1,3,19.5,1248.0,75.0,5.0,9.5,2.5
74,2010.0,94500.0,1,1,3,21.9,1396.0,90.0,5.0,20.923272120200334,3.1
115,2011.0,88539.0,1,1,0,23.2,1248.0,73.94,5.0,20.923272120200334,3.77
119,2017.0,24005.0,5,1,0,20.4,1197.0,81.8,5.0,20.923272120200334,6.2
61,2016.0,63738.0,1,1,0,19.67,1582.0,126.2,5.0,20.923272120200334,11.9
54,2014.0,54257.0,5,1,0,17.4,1497.0,117.3,5.0,20.923272120200334,6.25
12,2014.0,60280.0,1,0,0,22.48,1995.0,190.0,5.0,63.71,22.45
151,2012.0,117777.0,1,1,0,21.64,1461.0,84.8,5.0,20.923272120200334,4.75
34,2010.0,172050.0,1,1,3,19.0,1248.0,93.0,5.0,20.923272120200334,2.25
121,2010.0,81245.0,5,1,0,18.9,998.0,67.1,5.0,20.923272120200334,2.45
21,2007.0,59000.0,5,1,4,15.26,1150.0,74.9,5.0,20.923272120200334,0.99
49,2016.0,51587.0,1,1,0,25.8,1498.0,98.6,5.0,20.923272120200334,5.27
44,2017.0,30933.0,5,1,0,18.16,1196.0,86.8,5.0,20.923272120200334,5.84
89,2017.0,22033.0,1,1,0,25.32,1198.0,77.0,6.0,20.923272120200334,5.58
28,2008.0,43761.0,5,1,0,18.0,995.0,62.0,5.0,20.923272120200334,1.75
178,2010.0,100030.0,1,1,3,18.8,1248.0,90.0,5.0,20.923272120200334,1.6
114,2010.0,93850.0,5,1,0,14.0,796.0,35.0,5.0,20.923272120200334,2.41
15,2012.0,115000.0,1,0,4,15.06,1995.0,177.0,5.0,20.923272120200334,10.0
191,2018.0,37713.0,1,0,3,12.55,2982.0,168.5,7.0,20.923272120200334,31.62
135,2011.0,62148.0,5,1,0,11.7,1796.0,178.0,5.0,20.923272120200334,8.8
119,2014.0,62000.0,1,1,0,17.8,1248.0,75.0,5.0,20.923272120200334,3.75
54,2012.0,89000.0,5,1,3,16.8,1497.0,116.3,5.0,20.923272120200334,3.5
74,2016.0,38000.0,5,1,0,18.6,1197.0,81.83,5.0,20.923272120200334,5.95
54,2014.0,57000.0,5,1,0,17.0,1497.0,118.0,5.0,20.923272120200334,5.48
41,2013.0,55000.0,5,1,3,15.8,1499.0,110.0,5.0,20.923272120200334,5.2
192,2017.0,65367.0,1,0,0,11.36,2755.0,171.5,7.0,28.05,20.14
201,2016.0,29754.0,5,1,0,16.2,1199.0,74.0,5.0,20.923272120200334,5.3
110,2014.0,69192.0,5,1,0,16.02,1373.0,93.7,7.0,20.923272120200334,6.25
189,2009.0,32000.0,5,1,3,14.28,1798.0,138.03,5.0,22.66,4.95
100,2013.0,140000.0,1,1,3,15.1,2179.0,140.0,7.0,20.923272120200334,9.0
7,2014.0,58000.0,1,0,0,12.07,2967.0,241.4,7.0,20.923272120200334,32.0
181,2018.0,4900.0,1,1,0,21.5,1497.0,108.5,5.0,11.47,9.22
192,2018.0,41736.0,1,0,0,11.36,2755.0,171.5,7.0,27.0,19.92
192,2016.0,66618.0,1,0,0,11.36,2755.0,171.5,7.0,24.82,15.49
92,2012.0,90049.0,1,1,0,17.21,1493.0,100.0,7.0,20.923272120200334,3.8
12,2012.0,44450.0,1,0,0,22.48,1995.0,190.0,5.0,71.82,24.68
128,2014.0,52000.0,1,0,0,13.0,2143.0,204.0,5.0,20.923272120200334,24.5
54,2017.0,17000.0,5,0,0,18.0,1497.0,117.3,5.0,15.29,11.6
142,2017.0,20469.0,5,0,0,16.82,1998.0,189.08,4.0,44.28,35.98
170,2016.0,41000.0,1,1,0,21.14,1498.0,103.52,5.0,20.923272120200334,8.5
74,2018.0,22684.0,5,1,0,18.6,1197.0,81.83,5.0,20.923272120200334,7.8
104,2011.0,81000.0,5,1,0,20.92,998.0,67.1,5.0,20.923272120200334,2.2
202,2018.0,20488.0,5,1,3,16.09,1598.0,103.5,5.0,11.48,7.64
28,2011.0,29000.0,5,1,3,18.0,995.0,62.0,5.0,20.923272120200334,1.75
104,2017.0,5500.0,5,0,0,24.07,998.0,67.1,5.0,20.923272120200334,4.25
68,2008.0,35268.0,5,1,3,0.0,1086.0,62.0,5.0,20.923272120200334,1.88
202,2015.0,39000.0,5,1,0,15.04,1598.0,103.2,5.0,20.923272120200334,3.99
119,2016.0,55000.0,1,1,0,22.9,1248.0,74.0,5.0,20.923272120200334,5.65
74,2015.0,57000.0,1,1,0,22.54,1396.0,88.73,5.0,20.923272120200334,6.35
100,2017.0,57847.0,1,1,0,16.0,2179.0,140.0,7.0,20.923272120200334,16.08
105,2016.0,12208.0,5,1,0,21.4,1197.0,83.1,5.0,8.78,6.75
12,2014.0,51000.0,1,0,0,22.48,1995.0,190.0,5.0,69.47,33.5
169,2015.0,71826.0,1,0,0,19.3,1968.0,141.0,5.0,20.923272120200334,15.5
54,2017.0,39430.0,5,0,0,18.0,1497.0,117.3,5.0,20.923272120200334,8.29
71,2013.0,52000.0,5,1,0,17.1,1591.0,121.3,5.0,20.923272120200334,5.25
1,2015.0,13506.0,1,0,0,18.25,1968.0,187.74,5.0,50.4,21.66
202,2013.0,65000.0,1,0,0,21.5,1498.0,108.5,5.0,20.923272120200334,6.25
187,2018.0,45000.0,1,1,0,22.95,1248.0,74.0,5.0,8.34,5.25
191,2011.0,169006.0,1,1,0,14.24,2755.0,174.5,7.0,36.69,10.64
2,2015.0,55985.0,5,0,0,13.53,1984.0,113.1567736021998,5.0,20.923272120200334,23.5
68,2007.0,79000.0,5,1,0,17.0,1086.0,113.1567736021998,5.0,20.923272120200334,1.85
49,2014.0,69000.0,5,1,0,19.5,1199.0,88.76,5.0,7.52,4.5
68,2010.0,115000.0,5,1,3,17.92,1086.0,62.1,5.0,20.923272120200334,1.5
191,2012.0,109000.0,1,1,0,13.0,2982.0,168.5,7.0,20.923272120200334,13.25
161,2015.0,64677.0,1,1,0,20.45,1461.0,83.8,5.0,20.923272120200334,5.67
74,2013.0,63777.0,5,1,0,18.5,1197.0,82.9,5.0,20.923272120200334,3.67
94,2011.0,77001.0,1,1,0,12.05,2179.0,120.0,8.0,20.923272120200334,4.49
170,2015.0,19600.0,5,1,0,15.0,1598.0,103.52,5.0,20.923272120200334,6.15
68,2006.0,47200.0,5,1,3,17.0,1086.0,113.1567736021998,5.0,20.923272120200334,1.2
184,2017.0,22000.0,5,1,0,23.84,1199.0,84.0,5.0,6.42,4.8
48,2012.0,64709.0,5,1,3,12.8,2354.0,177.6,5.0,20.923272120200334,6.0
42,2007.0,90000.0,1,1,1,10.9,2499.0,143.0,7.0,20.923272120200334,3.0
119,2017.0,34613.0,1,1,0,28.4,1248.0,74.0,5.0,7.92,6.24
171,2012.0,95000.0,5,0,0,13.7,1798.0,157.75,5.0,20.923272120200334,10.0
108,2013.0,56454.0,1,1,0,28.4,1248.0,73.75,5.0,8.95,4.65
51,2017.0,17000.0,5,0,0,16.0,1497.0,117.3,7.0,15.02,9.5
73,2010.0,70600.0,5,1,0,20.36,1197.0,78.9,5.0,20.923272120200334,2.8
148,2013.0,48986.0,1,1,0,10.5,2835.0,107.2,6.0,20.923272120200334,11.88
192,2013.0,112000.0,1,1,0,12.8,2494.0,102.0,8.0,20.923272120200334,12.0
101,2014.0,67771.0,1,1,0,11.68,2498.0,112.0,8.0,20.923272120200334,7.06
109,2017.0,31841.0,0,1,0,15.1,1196.0,73.0,5.0,20.923272120200334,4.7
44,2013.0,71336.0,1,1,0,20.0,1399.0,68.0,5.0,20.923272120200334,4.1
54,2017.0,38691.0,5,1,0,17.8,1497.0,117.3,5.0,20.923272120200334,7.68
191,2012.0,87000.0,1,0,0,12.55,2982.0,168.5,7.0,20.923272120200334,15.0
135,2017.0,20149.0,1,0,0,19.27,2143.0,167.62,5.0,20.923272120200334,38.5
94,2014.0,87200.0,1,1,0,15.4,2523.0,75.0,7.0,20.923272120200334,7.75
120,2016.0,47300.0,1,1,0,24.3,1248.0,88.5,5.0,11.96,8.85
101,2013.0,167362.0,1,1,0,11.68,2498.0,112.0,7.0,20.923272120200334,4.0
121,2018.0,27413.0,5,0,0,20.51,998.0,67.0,5.0,20.923272120200334,5.18
111,2004.0,95000.0,5,1,0,15.9,1298.0,113.1567736021998,5.0,20.923272120200334,0.8
61,2015.0,26000.0,5,1,0,15.29,1591.0,121.3,5.0,20.923272120200334,9.5
177,2005.0,108000.0,1,1,0,17.0,1405.0,70.0,5.0,20.923272120200334,1.0
161,2014.0,90000.0,1,1,0,19.01,1461.0,108.45,5.0,20.923272120200334,7.25
119,2015.0,37857.0,1,1,0,26.59,1248.0,74.0,5.0,20.923272120200334,4.85
177,2006.0,160000.0,1,1,0,17.0,1405.0,70.0,5.0,20.923272120200334,1.0
62,2014.0,26008.0,5,1,0,21.1,814.0,55.2,5.0,20.923272120200334,1.97
110,2015.0,40000.0,1,1,0,20.77,1248.0,88.8,7.0,20.923272120200334,8.25
118,2010.0,63067.0,5,1,3,15.5,1586.0,103.3,5.0,20.923272120200334,2.7
61,2016.0,58671.0,1,0,0,17.01,1582.0,126.2,5.0,20.923272120200334,14.25
161,2016.0,26000.0,1,0,3,19.6,1461.0,108.45,5.0,20.923272120200334,10.0
81,2017.0,52000.0,1,1,0,16.3,1956.0,170.0,5.0,24.26,20.0
135,2012.0,63000.0,1,0,0,14.94,2143.0,204.0,5.0,20.923272120200334,14.22
71,2014.0,61566.0,5,1,0,17.1,1591.0,121.3,5.0,20.923272120200334,5.85
178,2012.0,148000.0,1,1,3,21.12,1248.0,88.8,5.0,20.923272120200334,2.9
119,2007.0,60000.0,1,1,3,17.8,1248.0,113.1567736021998,5.0,20.923272120200334,3.4
192,2013.0,60000.0,1,1,0,12.99,2494.0,100.0,7.0,20.923272120200334,7.9
107,2015.0,47883.0,1,1,3,26.21,1248.0,88.5,5.0,20.923272120200334,7.4
11,2017.0,8000.0,1,0,0,19.59,1995.0,187.74,5.0,20.923272120200334,33.75
107,2017.0,32000.0,5,0,0,19.12,1373.0,91.1,5.0,20.923272120200334,9.2
115,2009.0,73000.0,1,1,3,21.1,1248.0,73.9,5.0,20.923272120200334,2.35
76,2017.0,34429.0,1,0,0,13.8,2999.0,174.57,7.0,33.68,20.0
84,2012.0,75000.0,1,0,3,12.39,2179.0,147.51,5.0,20.923272120200334,17.5
119,2012.0,71082.0,1,1,0,19.3,1248.0,73.9,5.0,20.923272120200334,3.95
163,2016.0,45000.0,5,1,0,25.17,799.0,53.3,5.0,20.923272120200334,2.6
74,2016.0,62679.0,1,1,0,21.19,1396.0,88.73,5.0,20.923272120200334,6.95
46,2008.0,75000.0,1,1,3,17.7,1399.0,68.0,5.0,20.923272120200334,3.0
201,2016.0,60453.0,5,1,0,16.47,1198.0,74.0,5.0,20.923272120200334,5.1
176,2012.0,65000.0,1,1,0,22.3,1248.0,74.0,5.0,20.923272120200334,2.5
119,2015.0,131000.0,1,1,0,26.59,1248.0,74.0,5.0,20.923272120200334,3.6
2,2013.0,91903.0,1,0,0,17.68,1968.0,174.33,5.0,20.923272120200334,17.56
201,2015.0,22000.0,5,1,0,16.47,1198.0,74.0,5.0,20.923272120200334,4.75
56,2017.0,8000.0,5,1,0,18.2,1199.0,88.7,5.0,9.1,7.9
121,2014.0,74663.0,0,1,0,33.54,998.0,67.04,5.0,5.35,3.25
61,2017.0,44865.0,1,1,0,19.67,1582.0,126.2,5.0,20.923272120200334,13.35
71,2010.0,70002.0,1,1,0,16.2,1493.0,110.0,5.0,20.923272120200334,3.45
87,2016.0,50000.0,2,0,0,18.211246642793196,72.0,41.0,5.0,13.58,13.0
128,2004.0,85000.0,5,0,3,10.5,1796.0,157.7,5.0,20.923272120200334,5.5
104,2015.0,59525.0,0,1,3,32.26,998.0,58.2,4.0,20.923272120200334,3.1
74,2016.0,16725.0,5,1,0,18.6,1197.0,81.83,5.0,20.923272120200334,6.79
49,2014.0,97439.0,1,1,0,25.8,1498.0,98.6,5.0,20.923272120200334,4.41
85,2015.0,37000.0,1,0,0,12.7,2179.0,187.7,5.0,20.923272120200334,36.0
54,2014.0,71000.0,1,1,3,25.1,1498.0,98.6,5.0,20.923272120200334,6.2
66,2015.0,50000.0,5,1,0,18.9,1197.0,82.0,5.0,20.923272120200334,5.75
54,2009.0,79782.0,5,1,3,17.0,1497.0,118.0,5.0,20.923272120200334,2.6
121,2010.0,70000.0,3,1,0,26.2,998.0,58.2,5.0,20.923272120200334,2.27
12,2016.0,27000.0,1,0,0,18.59,2993.0,265.0,5.0,78.31,48.0
110,2014.0,53817.0,1,1,0,25.47,1248.0,88.5,7.0,11.44,7.56
72,2015.0,45960.0,5,1,0,19.1,1197.0,82.0,5.0,20.923272120200334,5.56
74,2015.0,25000.0,5,1,0,18.6,1197.0,81.83,5.0,20.923272120200334,5.65
122,2000.0,90000.0,5,1,3,17.3,993.0,60.0,5.0,20.923272120200334,0.7
119,2016.0,9107.0,5,1,0,20.4,1197.0,81.8,5.0,20.923272120200334,5.15
133,2018.0,6000.0,1,0,0,11.0,2987.0,258.0,7.0,20.923272120200334,79.0
172,2011.0,79000.0,1,1,0,17.67,1968.0,138.08,5.0,20.923272120200334,7.5
179,2013.0,4700.0,5,1,0,25.4,624.0,37.48,4.0,20.923272120200334,1.2
201,2015.0,80000.0,1,1,0,20.14,1498.0,88.8,5.0,20.923272120200334,5.8
66,2015.0,50000.0,1,1,3,24.0,1120.0,70.0,5.0,20.923272120200334,4.0
55,2008.0,61938.0,5,0,3,12.9,1799.0,130.0,5.0,20.923272120200334,2.65
132,2016.0,29000.0,1,0,0,11.57,2987.0,254.79,5.0,92.79,65.0
119,2012.0,69242.0,5,1,0,19.1,1197.0,85.8,5.0,20.923272120200334,4.69
44,2018.0,3678.0,5,1,0,18.16,1196.0,86.8,5.0,20.923272120200334,6.8
74,2014.0,46566.0,1,1,0,22.54,1396.0,88.76,5.0,20.923272120200334,4.4
11,2009.0,58000.0,1,0,0,16.07,1995.0,181.0,5.0,20.923272120200334,13.5
71,2012.0,97000.0,1,0,3,19.08,1582.0,126.32,5.0,20.923272120200334,6.5
44,2013.0,51000.0,1,1,0,20.0,1399.0,68.05,5.0,20.923272120200334,3.2
48,2006.0,120000.0,5,0,3,9.0,2997.0,218.0,5.0,20.923272120200334,2.65
71,2014.0,83558.0,1,1,0,22.32,1582.0,126.32,5.0,20.923272120200334,6.98
121,2011.0,68000.0,5,1,0,18.9,998.0,67.1,5.0,20.923272120200334,2.5
54,2005.0,100000.0,5,0,4,16.4,1497.0,78.0,5.0,20.923272120200334,1.96
94,2018.0,37804.0,1,1,0,15.4,2179.0,120.0,7.0,20.923272120200334,12.4
43,2006.0,89326.0,1,1,4,17.8,1399.0,68.0,5.0,20.923272120200334,1.55
33,2010.0,120000.0,1,1,0,17.8,1248.0,76.0,5.0,20.923272120200334,1.65
190,2013.0,132000.0,5,1,0,16.78,1496.0,88.73,5.0,20.923272120200334,4.7
1,2013.0,45200.0,1,0,0,16.55,1968.0,147.51,5.0,20.923272120200334,13.5
84,2010.0,125000.0,1,0,3,0.0,2179.0,115.0,5.0,20.923272120200334,11.0
12,2014.0,88000.0,1,0,0,14.69,2993.0,258.0,5.0,20.923272120200334,27.0
128,2011.0,43800.0,1,0,3,14.21,2143.0,203.0,5.0,20.923272120200334,16.75
34,2011.0,48500.0,5,1,0,16.0,1368.0,90.0,5.0,20.923272120200334,2.5
73,2011.0,32824.0,5,0,0,16.95,1197.0,78.9,5.0,20.923272120200334,3.83
100,2013.0,87736.0,1,1,0,15.1,2179.0,140.0,7.0,20.923272120200334,7.02
7,2016.0,72132.0,1,0,3,12.07,2967.0,241.4,7.0,20.923272120200334,39.0
66,2014.0,44300.0,5,1,3,18.9,1197.0,82.0,5.0,20.923272120200334,2.3
74,2017.0,14064.0,5,1,0,18.6,1197.0,81.83,5.0,20.923272120200334,6.59
161,2013.0,60000.0,1,1,0,19.64,1461.0,108.45,5.0,20.923272120200334,7.5
72,2016.0,26000.0,1,1,0,25.4,1186.0,73.97,5.0,8.23,5.0
52,2014.0,30000.0,5,1,3,19.4,1198.0,86.8,5.0,20.923272120200334,3.2
22,2011.0,64831.0,5,1,0,18.6,1199.0,79.4,5.0,20.923272120200334,3.21
179,2016.0,5240.0,5,0,0,21.9,624.0,37.48,4.0,20.923272120200334,3.6
121,2015.0,36428.0,5,1,0,20.51,998.0,67.04,5.0,20.923272120200334,3.1
202,2011.0,41000.0,1,1,0,20.54,1598.0,103.6,5.0,20.923272120200334,4.0
192,2019.0,10601.0,1,0,0,11.36,2755.0,171.5,7.0,20.74,19.65
119,2012.0,75000.0,1,1,0,22.9,1248.0,74.0,5.0,20.923272120200334,4.35
55,2011.0,55000.0,5,1,0,14.8,1799.0,130.2,5.0,20.923272120200334,5.0
161,2015.0,63591.0,1,1,0,20.45,1461.0,83.8,5.0,20.923272120200334,5.35
17,2009.0,90000.0,1,0,0,11.0,2993.0,235.0,5.0,20.923272120200334,17.75
71,2014.0,32000.0,1,1,0,22.32,1582.0,126.3,5.0,20.923272120200334,4.3
115,2012.0,78401.0,1,1,0,23.2,1248.0,73.94,5.0,20.923272120200334,3.9
44,2010.0,39000.0,1,1,0,20.0,1399.0,68.0,5.0,20.923272120200334,2.5
201,2013.0,37000.0,5,1,0,16.47,1198.0,73.9,5.0,20.923272120200334,5.1
119,2014.0,103000.0,1,1,3,28.4,1248.0,74.0,5.0,20.923272120200334,5.25
119,2014.0,57676.0,5,1,0,19.1,1197.0,85.8,5.0,20.923272120200334,6.69
120,2016.0,20000.0,1,1,0,24.3,1248.0,88.5,5.0,11.98,9.0
2,2014.0,51495.0,1,0,0,17.68,1968.0,174.33,5.0,20.923272120200334,21.95
161,2016.0,68163.0,1,0,0,19.6,1461.0,108.45,5.0,14.11,8.9
44,2016.0,72566.0,1,1,0,25.83,1498.0,99.0,5.0,20.923272120200334,5.29
201,2017.0,27853.0,5,0,0,17.21,1197.0,103.5,5.0,11.26,8.25
44,2012.0,60000.0,1,1,0,20.0,1399.0,68.0,5.0,20.923272120200334,2.1
106,2018.0,12278.0,5,0,0,23.1,998.0,67.04,5.0,5.95,5.63
71,2009.0,64514.0,1,1,0,16.8,1493.0,110.0,5.0,20.923272120200334,2.9
54,2013.0,45000.0,5,1,0,17.0,1497.0,118.0,5.0,20.923272120200334,4.55
119,2014.0,38578.0,1,1,0,23.4,1248.0,74.0,5.0,20.923272120200334,3.96
42,2018.0,30552.0,1,0,0,10.91,3198.0,197.2,7.0,20.923272120200334,32.44
100,2013.0,55000.0,1,1,0,15.1,2179.0,140.0,7.0,20.923272120200334,8.5
52,2013.0,41000.0,5,1,0,19.4,1198.0,86.8,5.0,20.923272120200334,3.1
169,2008.0,80000.0,1,1,0,18.7,1896.0,66.0,5.0,20.923272120200334,2.2
6,2014.0,50000.0,1,0,0,14.16,1968.0,174.3,5.0,20.923272120200334,35.0
73,2011.0,15590.0,5,1,0,19.81,1086.0,68.05,5.0,20.923272120200334,2.25
73,2010.0,55980.0,5,1,0,20.36,1197.0,78.9,5.0,20.923272120200334,2.25
201,2012.0,60000.0,1,1,0,22.07,1199.0,73.9,5.0,20.923272120200334,4.0
49,2013.3968218442255,45000.0,1,1,0,27.4,1498.0,113.1567736021998,5.0,8.54,3.25
170,2018.0,21488.0,5,0,0,14.3,1598.0,103.52,5.0,20.923272120200334,9.72
119,2015.0,45000.0,1,1,0,25.2,1248.0,74.0,5.0,20.923272120200334,3.55
110,2012.0,88000.0,1,1,0,20.77,1248.0,88.8,7.0,20.923272120200334,5.85
191,2014.0,79000.0,1,0,0,12.55,2982.0,168.5,7.0,20.923272120200334,18.25
100,2014.0,62000.0,1,1,0,15.1,2179.0,140.0,7.0,20.923272120200334,7.25
22,2014.0,54890.0,5,1,3,17.8,1199.0,76.8,5.0,20.923272120200334,2.45
190,2012.0,29605.0,5,1,0,18.3,1197.0,113.1567736021998,5.0,20.923272120200334,2.44
100,2016.0,54000.0,1,0,0,16.0,2179.0,140.0,7.0,20.923272120200334,13.25
11,2014.0,69330.0,1,0,0,16.07,1995.0,181.0,5.0,20.923272120200334,23.5
131,2019.0,29311.0,1,0,0,17.9,2143.0,170.0,5.0,64.57,50.97
115,2013.0,85388.0,1,1,0,21.1,1248.0,73.9,5.0,20.923272120200334,3.9
70,2018.0,51346.0,1,0,0,16.38,1995.0,183.0,5.0,20.923272120200334,21.99
71,2014.0,71000.0,1,0,3,19.08,1582.0,126.32,5.0,20.923272120200334,5.45
1,2014.0,40000.0,1,0,0,17.11,1968.0,174.33,5.0,20.923272120200334,22.0
42,2008.0,179000.0,1,0,3,12.8,2953.0,156.0,7.0,20.923272120200334,4.24
110,2013.0,53073.0,1,1,0,20.77,1248.0,88.76,7.0,20.923272120200334,5.95
184,2017.0,15386.0,5,1,0,23.84,1618.2406369141063,113.1567736021998,5.0,5.56,5.11
106,2014.0,56000.0,5,1,0,23.1,998.0,67.04,5.0,20.923272120200334,2.79
49,2014.0,81000.0,1,1,0,25.8,1498.0,98.6,5.0,20.923272120200334,4.1
119,2016.0,71156.0,1,1,0,26.59,1248.0,74.0,5.0,20.923272120200334,6.5
122,2005.0,102000.0,5,1,0,17.3,993.0,60.0,5.0,20.923272120200334,0.7
189,2005.0,79012.0,5,1,0,13.4,1794.0,125.0,5.0,20.923272120200334,2.64
41,2016.0,31826.0,1,1,0,22.7,1498.0,89.84,5.0,20.923272120200334,8.24
163,2016.0,16000.0,5,1,0,25.17,799.0,53.3,5.0,4.78,2.99
161,2013.0,66314.0,1,1,0,19.87,1461.0,83.8,5.0,20.923272120200334,5.5
121,2010.0,21002.0,5,1,0,22.5,998.0,67.04,5.0,4.74,2.75
103,2009.0,85000.0,5,1,4,19.0,998.0,66.1,5.0,20.923272120200334,1.8
66,2016.0,75700.0,1,1,0,24.0,1120.0,70.0,5.0,20.923272120200334,5.7
52,2014.0,22100.0,5,1,0,19.4,1198.0,86.8,5.0,20.923272120200334,3.55
151,2016.0,18000.0,5,1,0,16.95,1498.0,97.7,5.0,20.923272120200334,7.5
54,2018.0,34696.0,5,0,0,18.0,1497.0,117.3,5.0,20.923272120200334,12.08
202,2011.0,51100.0,1,1,0,20.54,1598.0,103.6,5.0,20.923272120200334,3.4
74,2012.0,51000.0,1,1,0,21.9,1396.0,90.0,5.0,20.923272120200334,3.9
34,2010.0,160000.0,1,1,3,19.0,1248.0,93.0,5.0,20.923272120200334,2.5
73,2013.0,53213.0,5,1,0,19.81,1086.0,68.05,5.0,20.923272120200334,2.74
157,2019.0,14298.0,5,0,0,13.33,2995.0,340.0,5.0,20.923272120200334,2.02
66,2019.0,18453.0,5,1,0,18.9,1197.0,81.86,5.0,6.68,6.17
107,2015.0,65218.0,1,1,0,26.21,1248.0,88.5,5.0,20.923272120200334,7.4
153,2013.0,63220.0,5,1,0,13.24,1598.0,102.5,5.0,20.923272120200334,6.5
107,2016.0,56000.0,1,1,0,28.09,1248.0,88.5,5.0,20.923272120200334,7.5
44,2013.0,65000.0,1,1,0,20.0,1399.0,68.0,5.0,20.923272120200334,3.9
